table,record_id,column,rule,severity,details,severity_rank
transactions,T510239,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510262,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510290,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523737,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527428,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511936,transaction_id,unique,high,duplicate transaction_id,3
transactions,T508342,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510458,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510467,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510704,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510786,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510831,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510870,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510989,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518573,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520402,transaction_id,unique,high,duplicate transaction_id,3
transactions,T506966,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512116,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511430,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511457,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523023,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513328,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511525,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511526,transaction_id,unique,high,duplicate transaction_id,3
transactions,T504512,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511630,transaction_id,unique,high,duplicate transaction_id,3
transactions,T503788,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510786,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527040,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511903,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511936,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511903,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514895,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526876,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512059,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512116,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525011,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512160,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514250,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512257,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525367,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512428,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526366,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511526,transaction_id,unique,high,duplicate transaction_id,3
transactions,T504551,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512551,transaction_id,unique,high,duplicate transaction_id,3
transactions,T506655,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512570,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512160,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512598,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512612,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512742,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512761,transaction_id,unique,high,duplicate transaction_id,3
transactions,T503974,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529500,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512867,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513142,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521947,transaction_id,unique,high,duplicate transaction_id,3
transactions,T509326,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513037,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513095,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513142,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513178,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520034,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513328,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513333,transaction_id,unique,high,duplicate transaction_id,3
transactions,T519965,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513447,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513458,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517519,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513523,transaction_id,unique,high,duplicate transaction_id,3
transactions,T505079,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513553,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520656,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513594,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513637,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527527,transaction_id,unique,high,duplicate transaction_id,3
transactions,T502912,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512059,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520402,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513637,transaction_id,unique,high,duplicate transaction_id,3
transactions,T505688,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517112,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513934,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514099,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522576,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514250,transaction_id,unique,high,duplicate transaction_id,3
transactions,T507537,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514336,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514397,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510870,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527104,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514576,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527376,transaction_id,unique,high,duplicate transaction_id,3
transactions,T516548,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514717,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510989,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514895,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525466,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514918,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514943,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529353,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528019,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515074,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515151,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515171,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529245,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515295,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510239,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515308,transaction_id,unique,high,duplicate transaction_id,3
transactions,T503164,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528845,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515530,transaction_id,unique,high,duplicate transaction_id,3
transactions,T502069,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515578,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524574,transaction_id,unique,high,duplicate transaction_id,3
transactions,T509449,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515730,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515850,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528029,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515916,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513523,transaction_id,unique,high,duplicate transaction_id,3
transactions,T505837,transaction_id,unique,high,duplicate transaction_id,3
transactions,T516136,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527524,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523055,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526157,transaction_id,unique,high,duplicate transaction_id,3
transactions,T516337,transaction_id,unique,high,duplicate transaction_id,3
transactions,T503972,transaction_id,unique,high,duplicate transaction_id,3
transactions,T516441,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517807,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528496,transaction_id,unique,high,duplicate transaction_id,3
transactions,T502217,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521895,transaction_id,unique,high,duplicate transaction_id,3
transactions,T519608,transaction_id,unique,high,duplicate transaction_id,3
transactions,T516519,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510026,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525926,transaction_id,unique,high,duplicate transaction_id,3
transactions,T516548,transaction_id,unique,high,duplicate transaction_id,3
transactions,T502321,transaction_id,unique,high,duplicate transaction_id,3
transactions,T506857,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525150,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522034,transaction_id,unique,high,duplicate transaction_id,3
transactions,T516975,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517003,transaction_id,unique,high,duplicate transaction_id,3
transactions,T507249,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517083,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517112,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513037,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526170,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517202,transaction_id,unique,high,duplicate transaction_id,3
transactions,T506187,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517285,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515295,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528849,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517367,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521966,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528495,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524750,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517485,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517498,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517519,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517579,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520451,transaction_id,unique,high,duplicate transaction_id,3
transactions,T506676,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518821,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517646,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522732,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517696,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511630,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517807,transaction_id,unique,high,duplicate transaction_id,3
transactions,T516519,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517871,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528813,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518011,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518048,transaction_id,unique,high,duplicate transaction_id,3
transactions,T503008,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518138,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518139,transaction_id,unique,high,duplicate transaction_id,3
transactions,T505714,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518159,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518483,transaction_id,unique,high,duplicate transaction_id,3
transactions,T502467,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518573,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518613,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518483,transaction_id,unique,high,duplicate transaction_id,3
transactions,T504070,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523763,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518788,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510262,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518821,transaction_id,unique,high,duplicate transaction_id,3
transactions,T516337,transaction_id,unique,high,duplicate transaction_id,3
transactions,T503954,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518926,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518928,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512598,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518982,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526467,transaction_id,unique,high,duplicate transaction_id,3
transactions,T519123,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520142,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529707,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521221,transaction_id,unique,high,duplicate transaction_id,3
transactions,T505531,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521264,transaction_id,unique,high,duplicate transaction_id,3
transactions,T519502,transaction_id,unique,high,duplicate transaction_id,3
transactions,T519578,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524894,transaction_id,unique,high,duplicate transaction_id,3
transactions,T519608,transaction_id,unique,high,duplicate transaction_id,3
transactions,T505357,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529790,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525028,transaction_id,unique,high,duplicate transaction_id,3
transactions,T519929,transaction_id,unique,high,duplicate transaction_id,3
transactions,T519965,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528296,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512257,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520034,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520036,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520096,transaction_id,unique,high,duplicate transaction_id,3
transactions,T500277,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520142,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511525,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525838,transaction_id,unique,high,duplicate transaction_id,3
transactions,T506232,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513553,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520329,transaction_id,unique,high,duplicate transaction_id,3
transactions,T504095,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523353,transaction_id,unique,high,duplicate transaction_id,3
transactions,T508456,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520402,transaction_id,unique,high,duplicate transaction_id,3
transactions,T502182,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520451,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520503,transaction_id,unique,high,duplicate transaction_id,3
transactions,T507745,transaction_id,unique,high,duplicate transaction_id,3
transactions,T503463,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520656,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525842,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529871,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511457,transaction_id,unique,high,duplicate transaction_id,3
transactions,T519929,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521105,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521134,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521158,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521181,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521221,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527010,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521261,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521264,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520036,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521380,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521398,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510467,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515074,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517485,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521604,transaction_id,unique,high,duplicate transaction_id,3
transactions,T502285,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527209,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521895,transaction_id,unique,high,duplicate transaction_id,3
transactions,T509183,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518928,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521947,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521966,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522034,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522085,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522187,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515730,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514397,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512570,transaction_id,unique,high,duplicate transaction_id,3
transactions,T518788,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522428,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526320,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522576,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522732,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523203,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512551,transaction_id,unique,high,duplicate transaction_id,3
transactions,T504588,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522912,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521380,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528590,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524458,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523023,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522428,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523055,transaction_id,unique,high,duplicate transaction_id,3
transactions,T506932,transaction_id,unique,high,duplicate transaction_id,3
transactions,T520329,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517646,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523203,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523292,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523353,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512867,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510831,transaction_id,unique,high,duplicate transaction_id,3
transactions,T500472,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523610,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523737,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513095,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523763,transaction_id,unique,high,duplicate transaction_id,3
transactions,T523817,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524016,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524016,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524352,transaction_id,unique,high,duplicate transaction_id,3
transactions,T507422,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524458,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524574,transaction_id,unique,high,duplicate transaction_id,3
transactions,T509633,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524623,transaction_id,unique,high,duplicate transaction_id,3
transactions,T508699,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524750,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517367,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524779,transaction_id,unique,high,duplicate transaction_id,3
transactions,T511430,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524885,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524894,transaction_id,unique,high,duplicate transaction_id,3
transactions,T505364,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525011,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525028,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515916,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525150,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525291,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514397,transaction_id,unique,high,duplicate transaction_id,3
transactions,T507081,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529493,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525367,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522085,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525760,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525466,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525527,transaction_id,unique,high,duplicate transaction_id,3
transactions,T507598,transaction_id,unique,high,duplicate transaction_id,3
transactions,T516136,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525760,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514918,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525838,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525842,transaction_id,unique,high,duplicate transaction_id,3
transactions,T502533,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525897,transaction_id,unique,high,duplicate transaction_id,3
transactions,T513458,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525926,transaction_id,unique,high,duplicate transaction_id,3
transactions,T515171,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514717,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526095,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526120,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526157,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526170,transaction_id,unique,high,duplicate transaction_id,3
transactions,T512742,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526212,transaction_id,unique,high,duplicate transaction_id,3
transactions,T508985,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526320,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526366,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526467,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526496,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526543,transaction_id,unique,high,duplicate transaction_id,3
transactions,T507878,transaction_id,unique,high,duplicate transaction_id,3
transactions,T505738,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526684,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517003,transaction_id,unique,high,duplicate transaction_id,3
transactions,T525291,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526876,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517871,transaction_id,unique,high,duplicate transaction_id,3
transactions,T517579,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527010,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527040,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527104,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527209,transaction_id,unique,high,duplicate transaction_id,3
transactions,T509751,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527376,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526120,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527428,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524779,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527521,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527524,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527527,transaction_id,unique,high,duplicate transaction_id,3
transactions,T501032,transaction_id,unique,high,duplicate transaction_id,3
transactions,T504427,transaction_id,unique,high,duplicate transaction_id,3
transactions,T501006,transaction_id,unique,high,duplicate transaction_id,3
transactions,T521181,transaction_id,unique,high,duplicate transaction_id,3
transactions,T527870,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528019,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528029,transaction_id,unique,high,duplicate transaction_id,3
transactions,T519578,transaction_id,unique,high,duplicate transaction_id,3
transactions,T500807,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528296,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528495,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528496,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528590,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528813,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528845,transaction_id,unique,high,duplicate transaction_id,3
transactions,T528849,transaction_id,unique,high,duplicate transaction_id,3
transactions,T526543,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529158,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522912,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529245,transaction_id,unique,high,duplicate transaction_id,3
transactions,T524623,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529271,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529353,transaction_id,unique,high,duplicate transaction_id,3
transactions,T522187,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529493,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529500,transaction_id,unique,high,duplicate transaction_id,3
transactions,T514099,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529707,transaction_id,unique,high,duplicate transaction_id,3
transactions,T510290,transaction_id,unique,high,duplicate transaction_id,3
transactions,T505628,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529790,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529870,transaction_id,unique,high,duplicate transaction_id,3
transactions,T529871,transaction_id,unique,high,duplicate transaction_id,3
transactions,T500158,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T500345,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T500400,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T500426,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T500668,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T500915,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T500937,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T500942,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T500981,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501024,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501052,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501090,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501177,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501277,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501493,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501551,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501577,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501583,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501607,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T529158,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501664,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501668,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501768,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501858,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501879,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501931,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501973,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501981,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T501984,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502031,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502174,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502327,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502360,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502480,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502509,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502554,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502586,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502630,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502644,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502731,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502748,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502826,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502846,customer_id,fk_exists,high,customer_id not found: C999999,3
transactions,T502906,customer_id,fk_exists,high,customer_id not found: C999999,3
