transaction_id,customer_id,transaction_date,amount,currency,channel
T503887,C102575,2025-12-21,45.36,USD,Web
T503888,C101413,2025-02-21,129.19,USD,Store
T503889,C104054,2026-01-21,83.32,USD,Mobile
T503890,C102343,2025-07-10,40.85,USD,Store
T503891,C104644,2025-10-10,82.43,XXX,Mobile
T503892,C103345,2025-02-09,67.76,USD,Store
T503893,C102753,2025-11-12,80.02,USD,Mobile
T503894,C103429,2025-04-07,28.51,USD,Mobile
T503895,C100451,2025-08-26,124.95,USD,Web
T503896,C104305,2025-07-03,20.43,GBP,Mobile
T503897,C104032,2026-01-01,112.89,USD,Mobile
T503898,C104785,2025-05-23,0.5,USD,Web
T503899,C103454,2025-04-22,43.71,USD,Web
T503900,C100213,2025-12-18,84.19,USD,Mobile
T503901,C101734,2025-05-31,7.4,USD,Partner
T503902,C104250,2025-10-08,64.53,CAD,Web
T503903,C103471,2025-03-21,39.72,CAD,Web
T503904,C101907,2025-09-26,42.39,USD,Web
T503905,C103133,2025-09-21,68.55,USD,Mobile
T503906,C100608,2025-08-09,58.74,USD,Web
T503907,C101611,2025-09-25,0.5,USD,Web
T503908,C102839,2025-03-20,132.9,XXX,Web
T503909,C100907,2025-08-29,71.41,USD,Mobile
T503910,C104223,2025-08-29,48.98,USD,Web
T503911,C101541,2025-06-19,60.99,USD,Mobile
T503912,C103893,2025-08-05,134.18,USD,Mobile
T503913,C101203,2025-02-14,20.15,USD,Mobile
T503914,C102545,2025-02-18,82.79,USD,Store
T503915,C101420,2025-04-25,13.79,USD,Web
T503916,C103653,2025-08-07,32.58,USD,Store
T503917,C100114,2025-03-07,17.01,USD,Mobile
T503918,C101806,2025-09-06,0.5,CAD,Web
T503919,C104810,2025-03-13,56.12,USD,Mobile
T503920,C104423,2025-07-05,161.4,EUR,Store
T503921,C104204,2025-08-19,40.21,USD,Mobile
T503922,C100336,2025-07-03,69.04,CAD,Web
T503923,C103769,2025-04-25,88.46,USD,Web
T503924,C103018,2025-04-28,95.48,USD,Web
T503925,C100030,2025-02-18,52.38,CAD,Mobile
T503926,C104441,2025-12-06,2.91,USD,Mobile
T503927,C102874,2025-05-28,0.5,EUR,Web
T503928,C102606,2025-04-23,66.9,GBP,Web
T503929,C103183,2025-12-31,96.57,CAD,Web
T503930,C101415,2025-12-27,67.05,USD,Web
T503931,C100899,2025-07-02,40.07,USD,Mobile
T503932,C102942,2025-10-06,111.71,USD,Web
T503933,C103848,2025-06-25,84.94,EUR,Mobile
T503934,C104865,2025-03-14,39.31,USD,Web
T503935,C103088,2025-09-30,33.37,USD,Web
T503936,C104926,2025-07-04,101.94,USD,Web
T503937,C104410,2025-07-26,115.12,EUR,Mobile
T503938,C100852,2025-04-06,0.5,USD,Store
T503939,C100214,2025-07-12,23.33,GBP,Mobile
T503940,C102095,2025-10-17,48.39,USD,Store
T503941,C100124,2025-05-03,93.31,USD,Web
T503942,C102066,2025-11-23,22.59,USD,Mobile
T503943,C103445,2025-06-30,45.61,GBP,Mobile
T503944,C102024,2025-03-08,64.9,USD,Web
T503945,C104826,2025-10-24,66.54,GBP,Mobile
T503946,C104167,2025-06-01,70.51,USD,Mobile
T503947,C100055,2026-01-21,71.8,USD,Mobile
T503948,C104190,2026-01-10,19.36,USD,Mobile
T503949,C101598,2025-04-27,137.38,USD,Web
T503950,C102075,2025-08-04,77.81,USD,Web
T503951,C103171,2025-08-18,85.77,USD,Web
T503952,C103502,2025-10-04,47.08,GBP,Mobile
T503953,C101513,2025-11-23,19.41,USD,Mobile
T503954,C102703,2025-02-24,38.84,USD,Web
T503955,C101103,2025-03-08,38.43,USD,Web
T503956,C100373,2026-01-01,45.25,USD,Web
T508160,C100426,2025-07-05,57.02,USD,Web
T503958,C104114,2025-12-09,52.96,USD,Web
T503959,C102149,2025-11-12,106.1,USD,Web
T503960,C102469,2025-09-09,68.46,USD,Mobile
T503961,C100276,2025-04-11,46.48,USD,Mobile
T503962,C104566,2025-09-08,96.0,USD,Web
T503963,C100811,2025-03-30,71.99,USD,Web
T503964,C100277,2025-09-19,65.47,CAD,Mobile
T503965,C100533,2025-06-16,36.74,USD,Web
T503966,C103420,2025-07-08,72.99,GBP,Mobile
T503967,C100685,2025-12-12,45.07,USD,Web
T503968,C100015,2025-06-27,0.5,USD,Store
T503969,C103362,2025-06-29,52.59,GBP,Web
T503970,C101173,2026-01-28,35.2,USD,Web
T503971,C103997,2025-10-16,93.83,GBP,Web
T503972,C101304,2025-06-26,30.43,USD,Mobile
T503973,C101631,2025-12-23,43.61,USD,Mobile
T503974,C102514,2026-01-19,7.42,USD,Store
T503975,C103441,2025-03-12,82.12,USD,Mobile
T503976,C102394,2026-01-09,81.05,USD,Store
T503977,C100608,2025-09-05,106.37,USD,Store
T503978,C102811,2025-02-15,71.7,GBP,Store
T503979,C101709,2025-12-13,0.5,USD,Mobile
T503980,C104416,2025-08-23,0.5,CAD,Store
T503981,C103986,2025-11-23,57.56,USD,Store
T503982,C102885,2025-04-26,85.69,USD,Store
T503983,C100789,2025-05-28,178.68,USD,Web
T503984,C103260,2026-01-26,0.5,USD,Web
T503985,C104450,2025-03-31,60.15,CAD,Mobile
T503986,C101813,2025-03-13,-25.68,GBP,Web
T503987,C103035,2025-02-15,52.39,EUR,Mobile
T503988,C100614,2025-09-29,70.67,USD,Partner
T503989,C103081,2025-08-29,121.85,CAD,Mobile
T503990,C102134,2025-06-15,60.44,USD,Partner
T503991,C101163,2026-01-22,49.39,GBP,Web
T503992,C104173,2026-01-30,56.33,GBP,Web
T503993,C100210,2025-04-04,110.57,USD,Mobile
T503994,C100340,2025-06-10,105.29,EUR,Web
T503995,C101179,2025-07-15,24.53,GBP,Web
T503996,C104655,2025-07-09,-81.07,USD,Mobile
T503997,C104170,2025-05-13,98.15,USD,Mobile
T503998,C101208,2025-02-22,67.58,USD,Store
T503999,C100116,2025-03-29,49.98,XXX,Partner
T504000,C103440,2025-10-18,55.54,USD,Web
T504001,C104614,2025-07-11,101.89,USD,Web
T504002,C103780,2025-05-29,89.87,USD,Web
T504003,C104834,2025-07-07,116.43,EUR,Mobile
T504004,C103105,2025-12-06,80.63,USD,Web
T504005,C100603,2025-08-25,109.56,GBP,Web
T504006,C104856,2025-09-26,56.46,USD,Web
T504007,C104400,2025-09-22,74.07,USD,Store
T504008,C104380,2025-08-14,3.76,USD,Web
T504009,C104405,2025-04-08,54.71,GBP,Web
T504010,C102491,2025-07-06,72.04,USD,Mobile
T504011,C102755,2025-04-23,47.41,USD,Store
T504012,C103229,2025-05-31,102.96,EUR,Store
T504013,C101628,2026-01-29,48.08,USD,Mobile
T504014,C103494,2025-10-24,82.59,USD,Mobile
T504015,C102057,2026-01-10,0.63,USD,Web
T504016,C104750,2025-10-28,82.96,USD,Store
T504017,C102608,2025-12-27,107.21,USD,Store
T504018,C104520,2025-06-19,55.49,USD,Web
T504019,C103542,2025-09-26,76.39,USD,Partner
T504020,C101191,,126.93,USD,Web
T504021,C102832,2026-01-01,34.79,USD,Mobile
T504022,C104506,2025-07-14,61.73,USD,Mobile
T504023,C104035,2025-10-03,-87.07,USD,Web
T504024,C100170,2025-03-22,72.75,USD,Mobile
T504025,C102232,2025-04-25,41.08,USD,Mobile
T504026,C101420,2025-04-07,65.25,USD,Web
T504027,C104314,2025-10-05,42.43,USD,Partner
T504028,C102929,2025-08-23,46.35,CAD,Web
T504029,C103187,2025-04-04,24.1,USD,Mobile
T504030,C104678,2025-10-22,103.73,USD,Web
T504031,C100479,2026-01-09,109.43,GBP,Web
T504032,C100482,2025-12-05,43.97,USD,Partner
T504033,C104063,2025-08-11,48.76,USD,Partner
T504034,C100022,2025-09-13,151.08,CAD,Mobile
T504035,C101690,2025-12-07,72.94,USD,Web
T504036,C103002,2025-07-26,31.91,USD,Store
T504037,C100588,2025-02-04,109.35,USD,Store
T504038,C101972,2025-04-15,0.73,CAD,Web
T504039,C100051,2025-08-03,0.5,CAD,Web
T504040,C103966,2025-03-14,22.26,USD,Mobile
T504041,C101706,2025-02-21,0.0,EUR,Web
T504042,C100758,2025-07-20,52.19,GBP,Mobile
T504043,C100399,2025-12-04,-55.21,USD,Partner
T504044,C102305,2025-04-15,61.1,GBP,Store
T504045,C104239,2025-08-24,43.4,USD,Web
T504046,C100322,2025-09-24,108.54,USD,Mobile
T504047,C999999,2025-11-18,121.94,USD,Mobile
T504048,C100743,2026-01-31,98.03,CAD,Mobile
T504049,C102903,2025-09-03,64.1,USD,Web
T504050,C101206,2025-10-04,122.42,EUR,Web
T504051,C104472,2025-05-09,49.12,EUR,Store
T504052,C103648,2025-06-12,57.41,USD,Web
T504053,C100125,2025-08-14,36.69,USD,Web
T504054,C100070,2025-09-28,81.7,CAD,Web
T504055,C102452,2025-07-23,107.02,USD,Mobile
T504056,C101854,2025-10-12,122.85,GBP,Partner
T504057,C104082,2025-11-03,12.71,EUR,Web
T504058,C101065,2025-10-30,37.3,USD,Web
T504059,C104176,2025-04-18,30.62,USD,Mobile
T504060,C101832,2025-11-06,95.63,USD,Web
T504061,C102744,2025-02-24,162.09,USD,Store
T504062,C100080,2025-04-06,86.2,USD,Mobile
T504063,C101900,2025-03-02,53.14,USD,Web
T504064,C102406,2025-12-26,48.72,USD,Store
T504065,C101812,2026-02-01,82.39,GBP,Mobile
T504066,C101271,2025-07-26,57.36,USD,Mobile
T504067,C103648,2025-07-27,15.29,USD,Web
T504068,C101934,2025-09-17,0.5,USD,Web
T504069,C102976,2026-01-10,88.93,USD,Mobile
T504070,C103136,2025-05-28,74.73,USD,Mobile
T504071,C101251,2025-09-26,97.18,USD,Store
T504072,C104618,2025-03-10,14.22,USD,Store
T504073,C103589,2025-06-02,63.43,USD,Web
T504074,C102188,2025-02-13,0.0,EUR,Mobile
T504075,C102910,2025-06-20,17.1,EUR,Store
T504076,C104431,2025-06-20,20.82,USD,Web
T504077,C104499,2025-08-22,28.42,EUR,Store
T504078,C103296,2025-11-13,55.93,USD,Mobile
T504079,C104155,2025-04-11,87.94,USD,Web
T504080,C100113,2025-10-30,81.87,CAD,Store
T504081,C103178,2025-04-26,20.96,USD,Web
T504082,C101267,2025-09-03,95.18,EUR,Web
T504083,C102227,2025-12-11,64.08,EUR,Web
T504084,C103686,2025-08-26,30.45,USD,Partner
T504085,C100864,2025-11-28,63.0,EUR,Web
T504086,C102280,2025-10-21,75.51,USD,Web
T504087,C101364,2025-02-19,70.25,USD,Store
T504088,C100822,2025-02-27,41.0,EUR,Mobile
T504089,C102646,2025-08-03,68.96,USD,Web
T504090,C103213,2025-09-17,80.02,USD,Web
T504091,C102562,2025-08-30,1.22,CAD,Web
T504092,C104129,2025-08-09,41.56,USD,Mobile
T504093,C102753,2025-06-04,20.65,EUR,Web
T504094,C104035,2025-08-05,8.88,USD,Mobile
T504095,C100620,2025-08-08,101.28,USD,Mobile
T504096,C101593,2025-09-11,136.34,CAD,Store
T504097,C101122,2025-04-03,30.52,USD,Store
T504098,C104366,2025-03-17,0.5,USD,Web
T504099,C102132,2025-07-08,0.5,USD,Web
T504100,C103276,2025-08-07,0.5,USD,Mobile
T504101,C100689,2025-02-05,58.98,USD,Web
T504102,C103915,2025-10-02,70.4,USD,Web
T504103,C100863,2025-04-23,66.29,USD,Mobile
T504104,C103296,2025-08-30,127.73,USD,Store
T504105,C101445,2025-12-10,71.63,USD,Store
T504106,C102306,2025-03-30,0.0,GBP,Web
T504107,C102685,2025-10-27,49.24,CAD,Web
T504108,C102734,2025-12-11,0.0,GBP,Web
T504109,C104758,2025-09-10,89.4,EUR,Web
T504110,C102316,2025-02-03,-14.47,USD,Web
T504111,C103564,2025-04-16,65.27,CAD,Mobile
T504112,C999999,2025-08-24,17.9,USD,Mobile
T504113,C104961,2025-08-31,66.85,GBP,Web
T504114,C100548,2025-03-19,25.14,CAD,Web
T504115,C100633,2025-09-06,98.14,USD,Partner
T504116,C104357,2025-03-28,111.52,EUR,Web
T504117,C102087,2026-01-21,0.5,USD,Partner
T504118,C100459,2026-01-19,125.78,USD,Mobile
T504119,C104333,2025-12-14,4.39,CAD,Partner
T504120,C100830,2026-01-20,44.76,USD,Mobile
T504121,C102064,2025-04-17,87.76,EUR,Store
T504122,C100222,2026-02-10,108.55,USD,Web
T504123,C104597,2025-08-24,71.98,CAD,Mobile
T504124,C101750,2025-10-17,15.02,USD,Mobile
T504125,C101512,2025-12-09,5.4,USD,Mobile
T504126,C103628,2025-07-12,50.6,USD,Mobile
T504127,C102566,2025-06-05,90.04,USD,Web
T504128,C100580,2025-11-10,88.99,USD,Web
T504129,C104596,2025-06-08,33.19,CAD,Mobile
T504130,C104247,2025-03-28,98.93,CAD,Web
T504131,C100136,2025-04-24,66.0,CAD,Mobile
T504132,C102592,2025-06-10,66.61,CAD,Web
T504133,C102117,2025-07-21,0.52,USD,Web
T504134,C104953,2025-10-02,99.27,USD,Web
T504135,C103482,2025-07-06,-0.5,USD,Web
T504136,C101780,2025-05-29,19.36,USD,Mobile
T504137,C102380,2025-09-21,19.69,USD,Mobile
T504138,C102793,2025-03-11,54.47,USD,Store
T504139,C103892,2026-01-23,23.0,EUR,Mobile
T504140,C100340,2025-10-31,29.48,USD,Store
T504141,C102291,2025-02-11,84.68,USD,Web
T504142,C104616,2025-10-26,66.41,GBP,Mobile
T504143,C999999,2025-10-07,34.46,USD,Mobile
T504144,C102773,2025-12-17,70.52,CAD,Mobile
T504145,C104707,2025-08-15,75.32,USD,Mobile
T504146,C101513,2025-04-12,1.12,USD,Web
T504147,C101809,2025-07-08,73.08,USD,Store
T504148,C104521,2025-08-20,44.21,USD,Web
T504149,C104166,2025-02-09,67.74,USD,Mobile
T504150,C101743,2025-03-08,98.21,USD,Web
T504151,C100012,2025-12-06,62.88,USD,Mobile
T504152,C104000,2025-10-06,27.74,EUR,Web
T504153,C100455,2025-07-03,146.44,USD,Partner
T504154,C101219,2025-11-19,58.28,USD,Web
T504155,C100564,2025-03-22,79.05,USD,Mobile
T504156,C103344,2025-10-05,38.24,USD,Mobile
T504157,C101732,2025-06-28,58.74,USD,Mobile
T504158,C104942,2025-10-01,14.8,USD,Web
T504159,C102933,2025-06-18,78.51,USD,Web
T504160,C100096,2026-01-11,89.33,USD,Mobile
T504161,C102993,2025-09-29,105.52,USD,Store
T504162,C102476,2025-06-26,38.35,EUR,Web
T504163,C104514,,121.18,EUR,Web
T504164,C100154,2025-09-02,112.43,USD,Mobile
T504165,C103407,2025-05-08,62.35,GBP,Partner
T504166,C104550,2025-02-28,109.26,USD,Web
T504167,C103221,2025-09-21,124.87,USD,Mobile
T504168,C103123,2025-03-16,79.77,CAD,Web
T504169,C101196,2025-05-18,89.51,USD,Mobile
T504170,C104085,2025-12-06,79.22,USD,Web
T504171,C104673,2025-10-20,28.65,GBP,Web
T504172,C101531,2025-11-16,106.16,CAD,Mobile
T504173,C102157,2025-05-01,50.87,USD,Web
T504174,C104388,2025-08-01,43.47,USD,Partner
T504175,C102380,2025-10-20,11.36,USD,Mobile
T504176,C102356,2025-07-11,0.5,USD,Mobile
T504177,C104507,2025-06-14,76.04,USD,Web
T504178,C103824,2025-05-03,71.55,USD,Web
T504179,C101206,2026-01-31,75.02,USD,Store
T504180,C101110,2025-11-05,65.01,USD,Store
T504181,C101787,2025-03-20,55.01,CAD,Store
T504182,C102347,2025-09-21,0.0,USD,Store
T504183,C100884,2025-10-24,38.09,USD,Store
T504184,C103161,2025-04-28,12.14,CAD,Web
T504185,C103227,2025-09-26,79.15,GBP,Web
T504186,C103043,2025-03-11,66.94,CAD,Store
T504187,C102698,2025-06-29,107.33,USD,Web
T504188,C101987,2025-02-12,65.04,USD,Web
T504189,C100848,2025-05-19,5.41,USD,Store
T504190,C100921,2025-12-14,34.07,USD,Web
T504191,C103512,2025-02-09,11.12,USD,Mobile
T504192,C101790,2025-12-28,18.93,USD,Web
T504193,C102410,2025-12-20,159.94,USD,Mobile
T504194,C104445,2025-08-07,91.76,EUR,Mobile
T504195,C102016,2025-08-22,38.31,USD,Web
T504196,C102255,2025-10-02,61.81,USD,Web
T504197,C103202,2025-06-07,83.62,USD,Web
T504198,C104043,2025-11-07,0.5,XXX,Partner
T504199,C103556,2025-10-15,0.0,USD,Web
T504200,C100379,2025-07-22,54.73,USD,Mobile
T504201,C103378,2025-09-20,22.38,USD,Web
T504202,C100994,2025-08-27,72.88,EUR,Web
T504203,C101845,2025-03-07,44.77,USD,Mobile
T504204,C103745,2025-05-05,54.47,USD,Web
T504205,C103681,2025-09-01,17.63,USD,Web
T504206,C101327,2025-02-22,116.07,USD,Store
T504207,C104509,2025-11-25,19.94,USD,Mobile
T504208,C100650,2025-08-22,0.5,USD,Web
T504209,C101579,2025-11-27,110.05,USD,Mobile
T504210,C100224,2025-08-14,128.31,GBP,Web
T504211,C100857,2025-02-08,99.41,EUR,Web
T504212,C102009,2025-10-07,46.02,CAD,Web
T504213,C103103,2025-02-06,0.5,USD,Web
T504214,C103388,2025-02-13,93.03,EUR,Mobile
T504215,C102046,2025-06-19,51.41,USD,Store
T504216,C102462,2025-05-07,95.68,USD,Web
T504217,C104447,2025-06-25,87.16,USD,Mobile
T504218,C103369,2025-04-22,72.75,USD,Mobile
T504219,C103535,2025-04-12,31.8,USD,Web
T504220,C100307,2025-05-05,55.09,USD,Web
T504221,C104622,2025-07-25,0.5,USD,Mobile
T504222,C102363,2025-09-25,42.87,USD,Partner
T504223,C101721,2025-11-11,0.0,EUR,Mobile
T504224,C103643,2025-06-22,103.07,USD,Mobile
T504225,C104550,2025-09-10,21.57,USD,Web
T504226,C103590,2025-07-07,25.23,USD,Web
T504227,C102961,2025-07-12,86.64,USD,Web
T504228,C104608,2025-12-09,133.21,USD,Store
T504229,C100081,2025-03-12,139.15,USD,Web
T504230,C102299,2025-02-21,51.91,USD,Mobile
T504231,C103300,2025-04-22,109.24,EUR,Web
T504232,C101515,2026-02-03,-119.22,USD,Web
T504233,C101296,2025-12-17,40.57,USD,Mobile
T504234,C104624,2025-08-02,43.72,EUR,Web
T504235,C104424,2025-08-03,0.5,CAD,Mobile
T504236,C104238,2025-09-20,142.12,USD,Web
T504237,C100635,2026-01-26,63.7,EUR,Web
T504238,C103137,2025-12-15,88.77,CAD,Mobile
T504239,C103328,2025-11-11,119.3,USD,Store
T504240,C104213,2025-09-26,146.9,USD,Mobile
T504241,C101954,2025-12-22,83.54,USD,Mobile
T504242,C104948,2025-02-04,125.76,CAD,Web
T504243,C103374,2025-06-12,65.34,USD,Web
T504244,C100889,2025-03-12,0.5,EUR,Web
T504245,C102138,2025-12-17,32.12,USD,Web
T504246,C100004,2025-04-15,83.12,USD,Web
T504247,C103293,2025-02-23,60.3,USD,Web
T504248,C102752,2025-08-18,108.52,USD,Web
T504249,C100358,2025-07-21,13.23,CAD,Mobile
T504250,C100561,2025-07-01,112.3,USD,Mobile
T504251,C101289,2025-10-23,79.43,GBP,Store
T504252,C101480,2025-05-26,107.7,EUR,Mobile
T504253,C100388,2026-01-23,122.81,EUR,Web
T504254,C102819,2025-09-06,0.5,USD,Web
T504255,C101754,2025-03-31,87.19,EUR,Partner
T504256,C103169,2025-12-25,5.03,CAD,Store
T523292,C100091,2025-04-16,69.17,GBP,Mobile
T504258,C101580,2025-10-23,17.83,USD,Web
T504259,C101904,2025-11-03,36.93,USD,Mobile
T504260,C100884,2025-07-06,112.01,USD,Mobile
T504261,C101831,2026-01-16,28.23,EUR,Store
T504262,C100585,2025-12-25,72.17,USD,Mobile
T504263,C100432,2025-08-23,4.42,USD,Web
T504264,C101706,2026-02-10,61.16,USD,Mobile
T504265,C104007,2025-12-19,124.76,EUR,Web
T504266,C102168,2025-07-23,51.69,USD,Web
T504267,C102641,2025-02-16,111.05,USD,Web
T504268,C100030,2025-12-29,31.98,USD,Web
T504269,C100380,2025-05-21,105.83,USD,Web
T504270,C102910,2025-04-18,42.01,USD,Mobile
T504271,C103614,2026-01-21,75.91,USD,Web
T504272,C104974,2025-06-19,90.37,EUR,Mobile
T504273,C104643,2025-03-18,77.0,CAD,Web
T504274,C103762,2026-01-10,104.95,CAD,Mobile
T504275,C100503,2025-04-17,83.48,USD,Partner
T504276,C103947,2025-03-31,160.21,USD,Mobile
T504277,C104451,2025-07-11,27.69,USD,Mobile
T504278,C101260,2025-05-30,115.7,USD,Mobile
T504279,C104264,2025-09-30,0.5,USD,Web
T504280,C101228,2025-06-06,26.62,CAD,Partner
T504281,C104279,2025-09-10,41.3,USD,Web
T504282,C102075,2025-09-14,52.33,USD,Store
T504283,C104724,2025-08-28,103.92,USD,Partner
T504284,C101856,2025-03-12,0.5,EUR,Mobile
T504285,C104798,2025-06-04,56.89,USD,Web
T504286,C101863,2025-11-16,78.3,USD,Mobile
T504287,C102646,2025-08-05,63.26,USD,Store
T504288,C104072,2025-07-13,61.32,USD,Web
T504289,C102310,2026-01-12,9.34,USD,Mobile
T504290,C102386,2025-11-21,21.18,USD,Partner
T504291,C104057,2025-04-28,81.75,USD,Web
T504292,C100439,2025-12-11,107.17,USD,Web
T504293,C100080,2025-12-10,99.41,USD,Web
T504294,C104180,2025-08-12,41.76,USD,Mobile
T504295,C103651,2025-07-01,41.54,USD,Store
T504296,C100297,2025-02-21,75.56,USD,Web
T504297,C100386,2025-08-14,87.93,USD,Web
T504298,C100599,2025-08-08,97.77,USD,Partner
T504299,C102756,2025-04-17,71.73,USD,Store
T504300,C104260,2025-04-13,32.61,USD,Mobile
T504301,C103032,2025-08-16,0.5,USD,Store
T504302,C101216,2025-11-20,68.01,USD,Web
T504303,C104473,2025-11-09,66.15,USD,Web
T504304,C102918,2026-01-06,46.76,USD,Store
T504305,C101532,2025-10-28,71.32,GBP,Web
T504306,C102065,2025-03-03,74.99,USD,Mobile
T504307,C104337,2025-08-16,88.0,CAD,Web
T504308,C100794,2025-03-06,58.66,CAD,Mobile
T505278,C102143,2026-01-26,48.45,CAD,Mobile
T518139,C102175,2025-09-03,55.52,USD,Web
T504311,C102702,2025-04-15,86.83,USD,Mobile
T504312,C103330,2026-01-28,37.28,USD,Web
T504313,C104940,2025-07-26,86.34,XXX,Mobile
T504314,C100676,2025-08-18,48.56,USD,Web
T504315,C103779,2025-11-23,88.45,USD,Web
T504316,C103976,2025-10-10,64.09,USD,Mobile
T502351,C101052,2025-11-02,69.02,USD,Mobile
T504318,C104766,2025-03-11,73.25,GBP,Web
T504319,C104303,2025-05-27,80.87,EUR,Web
T504320,C100674,2025-12-18,111.01,GBP,Store
T504321,C102302,2025-11-13,96.36,EUR,Store
T504322,C102633,2025-08-09,146.08,USD,Web
T504323,C100186,2025-09-29,63.62,EUR,Web
T504324,C100423,2025-03-07,111.59,USD,Web
T504325,C102139,2025-09-05,44.38,CAD,Web
T504326,C101728,2025-10-22,147.19,USD,Web
T504327,C101949,2025-12-07,115.57,USD,Mobile
T504328,C103954,2025-06-03,25.45,USD,Mobile
T504329,C100293,2025-06-26,-76.08,USD,Web
T504330,C101593,2025-05-01,94.5,CAD,Mobile
T504331,C104440,2025-04-02,28.48,USD,Store
T504332,C100932,2025-08-10,90.39,USD,Mobile
T504333,C100817,2025-09-08,65.57,USD,Web
T504334,C103450,2025-07-09,27.46,USD,Mobile
T504335,C100822,,40.07,USD,Web
T504336,C101296,2025-11-05,54.27,EUR,Web
T504337,C102027,2026-01-05,0.5,USD,Web
T504338,C101070,2025-05-05,23.85,USD,Partner
T504339,C104147,2025-05-11,65.69,USD,Web
T504340,C103606,2025-05-01,61.47,CAD,Web
T527521,C102086,2025-07-03,0.5,USD,Mobile
T504342,C104663,2025-12-03,55.47,USD,Web
T504343,C101192,2026-01-11,70.6,USD,Mobile
T504344,C103557,2025-09-05,89.81,USD,Mobile
T504345,C100871,2025-10-23,59.55,USD,Web
T504346,C103180,2025-10-06,28.09,USD,Web
T504347,C104184,2026-01-27,102.79,USD,Mobile
T504348,C102428,2025-10-23,66.67,EUR,Mobile
T504349,C102061,2025-07-21,28.65,CAD,Mobile
T504350,C101610,2025-06-16,77.99,USD,Mobile
T504351,C102020,2025-05-06,102.69,USD,Web
T504352,C101769,2025-04-15,38.56,USD,Mobile
T504353,C102332,2025-06-24,55.74,GBP,Mobile
T504354,C104214,2025-10-01,21.38,USD,Web
T504355,C104383,2025-08-06,50.16,CAD,Mobile
T504356,C104328,2026-01-26,66.38,USD,Mobile
T504357,C103389,2025-12-17,0.5,USD,Partner
T504358,C100439,2026-01-27,13.1,USD,Store
T504359,C999999,2025-03-03,63.06,USD,Mobile
T504360,C102826,2026-01-21,52.91,USD,Mobile
T504361,C104884,2025-08-23,89.77,USD,Mobile
T504362,C100665,2025-09-25,95.05,USD,Web
T504363,C104698,2025-08-26,74.93,USD,Store
T504364,C102263,2025-09-16,57.52,USD,Web
T504365,C104715,2025-03-30,0.5,USD,Mobile
T504366,C104707,2025-08-18,20.56,USD,Store
T504367,C102556,2026-01-09,52.73,USD,Store
T504368,C101491,2025-11-29,32.2,USD,Mobile
T504369,C102449,2025-05-11,18.7,USD,Mobile
T504370,C103098,2025-08-08,68.82,USD,Partner
T504371,C104327,2025-04-08,57.42,USD,Web
T504372,C999999,2025-12-20,49.97,USD,Web
T504373,C103792,2025-03-08,143.88,USD,Mobile
T504374,C101059,2025-03-31,52.52,EUR,Web
T504375,C104263,2025-11-14,33.42,USD,Store
T504376,C103390,2025-09-18,77.42,USD,Web
T504377,C102868,2025-02-12,85.09,USD,Store
T504378,C100899,2025-07-10,58.88,USD,Store
T504379,C999999,2025-04-28,89.4,USD,Web
T504380,C103990,2025-04-26,6.36,USD,Store
T504381,C104013,2025-08-21,0.5,USD,Web
T504382,C102028,2025-10-09,82.15,EUR,Mobile
T504383,C100092,2025-06-17,94.56,USD,Mobile
T504384,C102883,2025-02-14,-22.68,EUR,Store
T504385,C104144,2025-02-21,120.07,CAD,Web
T504386,C103656,2026-01-02,116.53,USD,Mobile
T504387,C104277,2025-06-04,27.56,USD,Mobile
T504388,C102088,2025-05-25,82.4,CAD,Store
T504389,C102232,2025-03-23,124.34,USD,Mobile
T504390,C100351,2025-05-02,61.19,USD,Mobile
T504391,C100659,2025-04-20,117.87,XXX,Mobile
T504392,C100567,2025-12-24,35.17,CAD,Web
T504393,C103750,2025-06-12,80.25,CAD,Store
T504394,C104590,2025-09-22,11.15,USD,Web
T526684,C102782,2026-01-06,94.08,USD,Web
T504396,C104395,2025-03-16,64.29,USD,Store
T504397,C999999,2025-07-19,98.15,USD,Web
T504398,C103474,2025-05-14,14.85,EUR,Store
T504399,C104514,2025-06-10,74.06,USD,Mobile
T504400,C100595,2025-03-13,144.55,USD,Store
T504401,C102999,2025-06-30,40.55,EUR,Web
T504402,C101343,2025-03-07,127.0,USD,Mobile
T504403,C102793,2025-03-02,0.5,USD,Mobile
T504404,C104056,2025-03-15,52.78,USD,Web
T504405,C102189,2025-06-05,0.5,USD,Mobile
T504406,C103676,2025-05-16,102.93,XXX,Web
T504407,C103538,2025-08-01,38.21,USD,Web
T504408,C102179,2026-02-10,0.6,USD,Mobile
T504409,C104603,2025-03-07,0.5,USD,Web
T504410,C102272,2025-11-12,66.2,USD,Web
T504411,C100006,2025-05-21,88.91,EUR,Web
T504412,C102292,2025-04-17,115.67,USD,Web
T504413,C100045,2025-03-26,103.75,USD,Store
T504414,C100657,2025-04-26,71.58,USD,Web
T504415,C102914,2025-09-28,141.88,EUR,Store
T504416,C102764,2025-03-13,115.69,USD,Store
T504417,C999999,2025-03-03,64.73,USD,Mobile
T504418,C104329,2025-04-09,0.0,USD,Web
T504419,C102008,2025-05-01,132.17,USD,Store
T504420,C100352,2025-06-24,81.1,USD,Store
T504421,C101238,2025-12-30,66.01,EUR,Web
T504422,C102950,2025-10-16,68.49,USD,Mobile
T504423,C100600,2025-12-20,95.55,USD,Store
